2.76,1.78
2.673891,1.729155
2.587782,1.678309
2.465,1.605809
2.425946,1.582749
2.411103,1.573985
2.386735,1.559596
2.362414,1.545235
2.3374,1.530465
2.321892,1.521308
2.304381,1.510968
2.290164,1.502573
2.274674,1.493427
2.256305,1.48258
2.237751,1.471624
2.21754,1.45969
2.202044,1.45054
2.184435,1.440143
2.169867,1.43154
2.154974,1.422747
2.135097,1.411009
2.119066,1.401543
2.100978,1.390863
2.069018,1.371991
2.053519,1.362839
2.039521,1.354574
2.024384,1.345636
2.010007,1.337147
1.993756,1.327551
1.974389,1.316115
1.956737,1.305692
1.942491,1.29728
1.927429,1.288387
1.911852,1.279189
1.897363,1.270633
1.87801,1.259206
1.863143,1.250427
1.846101,1.240364
1.83066,1.231247
1.810547,1.21937
1.79528,1.210356
1.781306,1.202104
1.763714,1.191716
1.746269,1.181416
1.727209,1.170161
1.709192,1.159522
1.69108,1.148828
1.673231,1.138288
1.655357,1.127734
1.638162,1.117581
1.623441,1.108889
1.608601,1.100126
1.588944,1.088519
1.574339,1.079895
1.559516,1.071143
1.544377,1.062203
1.529169,1.053223
1.513918,1.044218
1.496182,1.033745
1.476355,1.022038
1.458272,1.01136
1.442454,1.00202
1.427295,0.9930691
1.409008,0.9822713
1.392057,0.9722621
1.377999,0.963961
1.361284,0.9540915
1.346741,0.9455041
1.329493,0.9353195
1.310722,0.9242356
1.297289,0.9163523
1.280297,0.9063188
1.262125,0.8955885
1.243057,0.8843289
1.226351,0.874465
1.208611,0.8639893
1.19135,0.8537973
1.174382,0.8437779
1.15597,0.8329058
1.139107,0.8229289
1.122483,0.8131122
1.101247,0.8005732
1.086482,0.7918544
1.072071,0.783345
1.052259,0.7716447
1.033165,0.7603702
1.017311,0.7510084
0.9994182,0.7404431
0.9746378,0.7258108
0.9571505,0.7154875
0.9358431,0.7029058
0.9162731,0.6913502
0.8990256,0.6811659
0.8816369,0.6708998
0.8630522,0.6599259
0.8471256,0.6505215
0.8322057,0.6417116
0.8179882,0.6333164
0.7985426,0.6218342
0.7831196,0.6127275
0.7667804,0.6030795
0.7485799,0.5923325
0.7331696,0.5832329
0.7115094,0.570443
0.6971945,0.5619901
0.6800253,0.551852
0.6626586,0.5415973
0.6487446,0.5333813
0.6309802,0.5228918
0.6133373,0.5124737
0.5962784,0.5024008
0.58002,0.4928005
0.5653967,0.4841657
0.5505387,0.4753924
0.5303682,0.4634821
0.5118141,0.4525262
0.4970562,0.443812
0.4811668,0.4344296
0.4656485,0.4252663
0.4443164,0.4126701
0.4280707,0.4030773
0.4111015,0.3930574
0.3950774,0.3835954
0.3783847,0.3737387
0.3574745,0.3613916
0.3415895,0.3520119
0.3227128,0.3408655
0.3082714,0.3323382
0.291858,0.3226463
0.2750862,0.3127429
0.2571527,0.3021536
0.2398733,0.2919504
0.2245564,0.2829061
0.2074783,0.2728218
0.1920797,0.2637292
0.1699905,0.250686
0.1523516,0.2402706
0.1380579,0.2318304
0.1226072,0.2227071
0.1066971,0.2133124
0.08858558,0.2026179
0.06968854,0.1914596
0.05553838,0.1831042
0.03862611,0.1731178
0.02087119,0.1626339
0.002130759,0.151568
-0.015321,0.1412631
-0.4335206,-0.1056756
-0.4641705,-0.1237738
-0.9933928,-0.4362693
-1.017677,-0.4506088
-1.035416,-0.461083
-1.058307,-0.4745995
-1.07529,-0.4846282
-1.09125,-0.4940519
-1.106352,-0.5029695
-1.269512,-0.599312
-1.341723,-0.6419517
-1.392283,-0.6718062
-1.539181,-0.7585464
-1.557999,-0.7696584
-1.572665,-0.7783183
-1.619235,-0.805817
-1.644603,-0.8207965
-1.742427,-0.8785596
-1.772156,-0.8961138
-2.214885,-1.157537
-2.237282,-1.170761
-2.256471,-1.182092
-2.271132,-1.190749
-2.287307,-1.200301
-2.303982,-1.210147
-2.316216,-1.217371
-2.341886,-1.232528
-2.437626,-1.289061
-2.454197,-1.298846
-2.46823,-1.307132
-2.496454,-1.323798
-2.520794,-1.33817
-2.63469,-1.405423
-2.651692,-1.415463
-2.665201,-1.42344
-2.68097,-1.432751
-2.809043,-1.508376
